1790118065.619301654	example.org	172.66.157.237,104.20.26.136
1790118065.622720661	example.org	104.20.26.136,172.66.157.237
1790118065.622721585	ipv4only.arpa	192.0.0.170,192.0.0.171
1790118065.760078460	detectportal.firefox.com	146.75.89.91
1790118065.762948090	detectportal.firefox.com	146.75.89.91
